,coachella_sentiment,text,polarity,clean_text
1889,positive,I'm Hyped. Whatever. Chet Faker would be worth it alone for me. #coachella2015 http://t.co/YYSr1Rwgw2,2,I'm Hyped. Whatever. Chet Faker would be worth it alone for me. coachella
1890,positive,@ericcBADASS_ ayyy so we going to #Coachella2015  or,2,ayyy so we going to Coachella or
1891,positive,can't wait for #Coachella2015 https://t.co/7Wybpzeluv,2,can't wait for Coachella
1892,positive,Also can't believe how high up on the line up @odesza is! So proud. #Coachella2015,2,Also can't believe how high up on the line up is! So proud. Coachella
1893,positive,The Coachella lineup _Ù÷± oh my goddd...just everyone SOMEONE TAKE ME PLS #Coachella2015,2,The Coachella lineup oh my goddd...just everyone SOMEONE TAKE ME PLS Coachella
1894,positive,IMA see @Drake at #Coachella2015 like wtf!!!!!!!,2,IMA see at Coachella like wtf!!!!!!!
1895,positive,Btw el line up esta _ÙÕø_ÙÔÎ #Coachella2015  _ÙÓ http://t.co/rtAjoYctHB,2,Btw el line up esta Coachella
1896,positive,RT @Tladyxo: GOING EVEN IF I HAVE TO SELL MY GRANDMA #Coachella2015 http://t.co/yUVtlAmGcU,2,GOING EVEN IF I HAVE TO SELL MY GRANDMA Coachella
1897,positive,I knew it. This year was definitely going to be Aubrey's year in headlining and it's gonna rule. #Coachella2015,2,I knew it. This year was definitely going to be Aubrey's year in headlining and it's gonna rule. Coachella
1898,positive,Last day is the best day #Coachella2015,2,Last day is the best day Coachella
1899,positive,#Drake at #Coachella2015. That is all.,2,Drake at Coachella . That is all.
1900,positive,#coachella2015 lineup is giving me life right now!!!!! _ÙªÎ_ÙªÎ_ÙªÎ_ÙªÎ,2,coachella lineup is giving me life right now!!!!!
1901,positive,Artists for #Coachella2015 _Ù÷_Ù÷_Ù÷Ï¬Ï¬ saving up now,2,Artists for Coachella saving up now
1902,positive,Flippin out cuz @kaskade will be at #Coachella2015 _Ù÷±_Ù÷__ÙªÎ,2,Flippin out cuz will be at Coachella
1903,positive,RT @livi_ramirez: how da fuck are people saying last years line up was better this  is the best line up since 2012 #Coachella2015 _ü_Ù÷ http:Û_,2,how da fuck are people saying last years line up was better this is the best line up since Coachella http
1904,positive,Now to book our house/condo for the weekend. #Coachella2015 _Ù÷__Ù_¦,2,Now to book our house condo for the weekend. Coachella
1905,positive,The Weeknd at Coachella on the Saturday... and Drake headlining the Sunday....... WHY DO I LIVE IN SCOTLAND! :( #Coachella2015 #SoUnfair,2,The Weeknd at Coachella on the Saturday... and Drake headlining the Sunday....... WHY DO I LIVE IN SCOTLAND! Coachella SoUnfair
1906,positive,Hoping for a @tameimpala @Alabama_Shakes @rideox4 #fauxchella this year #Coachella2015 #sanfrancisco #livemusic http://t.co/s3ZqAjNFO1,2,Hoping for a fauxchella this year Coachella sanfrancisco livemusic
1907,positive,Florence and the Machine is the best live act on the Coachella lineup. Trust me. #Coachella2015,2,Florence and the Machine is the best live act on the Coachella lineup. Trust me. Coachella
1908,positive,Raekwon and Ghostface Killah perform on the first day of #Coachella2015. Thank you festival Gods.,2,Raekwon and Ghostface Killah perform on the first day of Coachella . Thank you festival Gods.
1909,positive,I hope I get to go to #coachella this yurrrrrrrrrr!! Lol Really though...would like to go :) #ForRul #Coachella2015,2,I hope I get to go to coachella this yurrrrrrrrrr!! Lol Really though...would like to go ForRul Coachella
1910,positive,"So are we finally all over talking about daft punk playing @coachella? Ok cool, thank you. #finally #coachella2015",2,So are we finally all over talking about daft punk playing ? Ok cool thank you. finally coachella
1911,positive,Can't Breathe right now!!! _Ù÷±_Ù_¦Ý¼ü_ÙÎ«÷Ûü #Coachella2015 #DRAKE #DavidGuetta #TheWeeknd #soready #hypeÛ_ http://t.co/IwWfEtKf0O,2,Can't Breathe right now!!! Coachella DRAKE DavidGuetta TheWeeknd soready hype
1912,positive,"RT @TheLABAntiMall: The #Coachella2015 lineup has been announced &amp; yes, we're currently freaking out (in a good way). http://t.co/NU8mVBW6xJ",2,The Coachella lineup has been announced amp yes we're currently freaking out in a good way .
1913,positive,I want to go to #Coachella2015 _ÙÎÈ,2,I want to go to Coachella
1914,positive,Everyone is going bat-shit crazy over the #Coachella2015 lineup as if any of us can read past the first line. #FontSizeGameTooWeak,2,Everyone is going bat shit crazy over the Coachella lineup as if any of us can read past the first line. FontSizeGameTooWeak
1915,positive,#Coachella2015 lineup looks crazy!! SO many bands &amp; artists we love,2,Coachella lineup looks crazy!! SO many bands amp artists we love
1916,positive,"""@PacSun: What we've all been waiting for. _ÙªÎ #Coachella2015 @coachella http://t.co/rafzbtRAD5""Guess Whos Going? _Ù÷ To See Drake",2,What we've all been waiting for. Coachella Whos Going? To See Drake
1917,positive,Well the wait begins week made #Coachella2015 http://t.co/qSyMWdXuT6,2,Well the wait begins week made Coachella
1918,positive,RT @AaronMuyChingon: super psyched for #coachella2015 its unbelieveable,2,super psyched for coachella its unbelieveable
1919,positive,@st_vincent I was wishing and hoping and thinking and GRANTED! See you at #Coachella2015,2,I was wishing and hoping and thinking and GRANTED! See you at Coachella
1920,positive,_ÙÎµ÷Ûü_Ù_¦ FKA Twigs! So happy to be going on this trip again. #Coachella2015 #Coachella haha. _Ù÷__ÙªÎ_Ù÷Ï_Ù÷Ï_Ù÷Ï http://t.co/5m3yuVVn1t,2,FKA Twigs! So happy to be going on this trip again. Coachella Coachella haha.
1921,positive,Coachella was fun last year no doubt. I won't be able to attend this year's Coachella. The lineup looks great. #Coachella2015,2,Coachella was fun last year no doubt. I won't be able to attend this year's Coachella. The lineup looks great. Coachella
1922,positive,Got to love my #Toronto ppl. @Drake and @jackwhite headline #coachella #Coachella2015,2,Got to love my Toronto ppl. and headline coachella Coachella
1923,positive,"@TexansCheer... but seriously, this is just ri-dic-cu-lous 
#Coachella2015 #Wow http://t.co/gK1q3nIYf3",2,... but seriously this is just ri dic cu lous Coachella Wow
1924,positive,Take me to #Coachella2015 pleaseeee!,2,Take me to Coachella pleaseeee!
1925,positive,super psyched for #coachella2015 its unbelieveable,2,super psyched for coachella its unbelieveable
1926,positive,ÛÏ@AniCaribbean: That #Coachella2015 lineup tho http://t.co/KQXZLryxvdÛ @LenissaHueHue FKA FKA!!!!!!!,2,That Coachella lineup tho FKA FKA!!!!!!!
1927,positive,Thank the Coachella gods I have a job in which I work from a computer with Internet access #thisishappening #Coachella2015,2,Thank the Coachella gods I have a job in which I work from a computer with Internet access thisishappening Coachella
1928,positive,ÛÏ@FreeConcerts: Thoughts on the #Coachella2015 line-up? http://t.co/fbEJzuE6YbÛ Lemme get a ticket!?!? _ÙªÎ_ÙªÎ,2,Thoughts on the Coachella line up? Lemme get a ticket!?!?
1929,positive,Ready to do this shit for another year #Coachella2015,2,Ready to do this shit for another year Coachella
1930,positive,RT @Annabanana0160: #Coachella2015 set list is out!! _Ù_¦_Ù÷__Ù÷_Ù_¦ http://t.co/iKl0HKRIEW,2,Coachella set list is out!!
1931,positive,#Coachella2015 line up released!! I'm excited @DJSPEEDSTA @IM_DEVONJAMES @SoulkidSA http://t.co/RrBrvL3WR3,2,Coachella line up released!! I'm excited
1932,positive,RT if you're ready to grab those flower crowns. _ÙÎü_Ù_¦_ÙÎü @coachella line-up is out!! #coachella #Coachella2015 http://t.co/16kfTfvfLt,2,if you're ready to grab those flower crowns. line up is out!! coachella Coachella
1933,positive,Here's a pic of @AZEALIABANKS with @SWAGGMATT tearin it up in the background at #ULTRA! Cant wait for #Coachella2015 http://t.co/x6meRoZRAr,2,Here's a pic of with tearin it up in the background at ULTRA! Cant wait for Coachella
1934,positive,RT @ashleybubba: All it's missing is a little bit of nectar @bassnectar #Coachella2015,2,All it's missing is a little bit of nectar Coachella
1935,positive,AC_ÁüDC and Bad Religion... My guitar hero dreams come true #coachella2015,2,AC DC and Bad Religion... My guitar hero dreams come true coachella
1936,positive,I'm so fucking excited! #Coachella2015,2,I'm so fucking excited! Coachella
1937,positive,"#Coachella2015 Sun nite looks fun w/smaller acts: #JennyLewis (whom I want to see), #Sloan (fun #Canadian band) &amp; #MacDeMarco (#Canadian)",2,Coachella Sun nite looks fun w smaller acts JennyLewis whom I want to see Sloan fun Canadian band amp MacDeMarco Canadian
1938,positive,"HOW TO SEE ALL THE BANDS AT #COACHELLA2015:
1. Stop obsessing about lineup
2. Start befriending tall people http://t.co/2nKblABWS3",2,HOW TO SEE ALL THE BANDS AT COACHELLA . Stop obsessing about lineup . Start befriending tall people
1939,positive,Photo: Woohoo!! #Coachella2015 ;)_ÙªÎ_Ù_¦ http://t.co/xmEAm3D1J3,2,Photo Woohoo!! Coachella
1940,positive,RT @JeremyHalfbreed: I need to fuck a rich woman so she can pay for me to go #Coachella2015,2,I need to fuck a rich woman so she can pay for me to go Coachella
1941,positive,_ÙªÛ Look at this lineup!!! #Coachella2015 http://t.co/MSF7HKhgnU,2,Look at this lineup!!! Coachella
1942,positive,My mood when I saw the #Coachella2015 lineup. http://t.co/3daiSGSPLU,2,My mood when I saw the Coachella lineup.
1943,positive,@AZEALIABANKS I'LL BE THERE JUST FOR YOU #COACHELLA2015 _Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±_Ù÷±,2,I'LL BE THERE JUST FOR YOU COACHELLA
1944,positive,Wow Southern Californians are in for a treat! #Coachella2015 http://t.co/KzH5gRIvfU,2,Wow Southern Californians are in for a treat! Coachella
1945,positive,"If you wanna see one of the best live shows ever, DO NOT miss @ratatatmusic for anything. #Coachella2015 #amazing",2,If you wanna see one of the best live shows ever DO NOT miss for anything. Coachella amazing
1946,positive,#Coachella2015 line up is beautiful _Ù÷©_Ù÷È,2,Coachella line up is beautiful
1947,positive,You had me @ Steely Dan &amp; Caribou #Coachella2015 http://t.co/DKdU8sWfuH,2,You had me Steely Dan amp Caribou Coachella
1948,positive,RT @ohmyjrisa: Kinda wanna go to #Coachella2015.,2,Kinda wanna go to Coachella .
1949,positive,I'm ready #Coachella2015 http://t.co/JtEX1F70Lj,2,I'm ready Coachella
1950,positive,I need to fuck a rich woman so she can pay for me to go #Coachella2015,2,I need to fuck a rich woman so she can pay for me to go Coachella
1951,positive,BRAND NEW! #Coachella2015,2,BRAND NEW! Coachella
1952,positive,@Drake at #Coachella2015... now thats something to think about #mymaindreezy,2,at Coachella ... now thats something to think about mymaindreezy
1953,positive,Kinda wanna go to #Coachella2015.,2,Kinda wanna go to Coachella .
1954,positive,"Can't wait to be chillin at chella
#Coachella2015 #week2 #yuma http://t.co/RNGWMldSzh",2,Can't wait to be chillin at chella Coachella week yuma
1955,positive,"#Coachella2015 lineup released. Overall, I'm not excited but Sat lineup looks great! And I saw #MacDeMarco at the #NXNE2014 secret show!",2,Coachella lineup released. Overall I'm not excited but Sat lineup looks great! And I saw MacDeMarco at the NXNE secret show!
1956,positive,Lineup will never top last year but I'm still soooo excited to go ahhhhhhh #Coachella2015,2,Lineup will never top last year but I'm still soooo excited to go ahhhhhhh Coachella
1957,positive,RT @mikeanthonie: who's down for #Coachella2015 _ÙÓ__ÙÕ¥,2,who's down for Coachella
1958,positive,that #Coachella2015 line up tho,2,that Coachella line up tho
1959,positive,Who else is super stoked for #Coachella2015 ? http://t.co/QP9Bu8otVn,2,Who else is super stoked for Coachella ?
1960,positive,ÛÏ@RuthONeill_: Day 3 looks the best BUT I've already seen all the good acts #coachella2015 #dissapointedÛ1st world problems,2,Day looks the best BUT I've already seen all the good acts coachella dissapointed st world problems
1961,positive,#Coachella2015 lineup looking _ÙÔ_ÙÔ_ÙÔ,2,Coachella lineup looking
1962,positive,ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/JpuBKJrlL3Û @abigailspong WE HAVE TO GO,2,The lineup is here! Coachella WE HAVE TO GO
1963,positive,#Coachella2015 here I come! Weekend 1 to be exact! Who's going? I'm excited about the line up! _Ù÷ http://t.co/LO6xiyQN71,2,Coachella here I come! Weekend to be exact! Who's going? I'm excited about the line up!
1964,positive,house music fanatics are going crazy over this coachella lineup right now. #Coachella2015,2,house music fanatics are going crazy over this coachella lineup right now. Coachella
1965,positive,The #Coachella2015 line up is out of this world,2,The Coachella line up is out of this world
1966,positive,#Coachella2015 lineup!!!! _Ù÷ Can't wait! @kaskade @LykkeLi @flo_tweet @FLOSSTRADAMUS @odesza @alt_J @porterrobinson _ü http://t.co/mzPlKTiPCZ,2,Coachella lineup!!!! Can't wait!
1967,positive,Wow Stromae a #Coachella2015 bravo,2,Wow Stromae a Coachella bravo
1968,positive,RT @Se_Quence: The hipster in me is pleased with this lineup. #Coachella2015,2,The hipster in me is pleased with this lineup. Coachella
1969,positive,For sure I'm buying myself a Sunday ticket #Coachella2015,2,For sure I'm buying myself a Sunday ticket Coachella
1970,positive,"After looking at the lineup, I can't wait until it's April #Coachella2015",2,After looking at the lineup I can't wait until it's April Coachella
1971,positive,I seriously need to save up for #Coachella2015,2,I seriously need to save up for Coachella
1972,positive,All my favorites are gonna be at Coachella and I ain't gonna miss that shit #Coachella2015,2,All my favorites are gonna be at Coachella and I ain't gonna miss that shit Coachella
1973,positive,I need to be there!! #Coachella2015,2,I need to be there!! Coachella
1974,positive,I was not planning to go to @Coachella this year and was fine with it...until this lineup!! #Coachella2015,2,I was not planning to go to this year and was fine with it...until this lineup!! Coachella
1975,positive,#Coachella2015 Line is...alright,2,Coachella Line is...alright
1976,positive,OMG OMGGGGG ACDC DRAKE JACK WHITE TYLER THE CREATOR LIL B OMGGGGGGGGGG #Coachella2015 IS ON FIRE FUCK THAT I LOVE THIS FEST FOREVER,2,OMG OMGGGGG ACDC DRAKE JACK WHITE TYLER THE CREATOR LIL B OMGGGGGGGGGG Coachella IS ON FIRE FUCK THAT I LOVE THIS FEST FOREVER
1977,positive,ÛÏ@PacSun: What we've all been waiting for. _ÙªÎ #Coachella2015 @coachella http://t.co/SYeZhpvSJ0Û I wanna go so bad!!!! _Ù÷©_Ù÷__Ù÷_,2,What we've all been waiting for. Coachella I wanna go so bad!!!!
1978,positive,This line up! _ÙÓ´_ÙÔÎ_ÙªÎ_Ù÷¤_ÙÕøÏÓü_ÙÓÛ_üÏ_ü_ÙÓ_ÙÓÛ_Ù_¦_Ù_ü_Ù___Ù_ø_Ù÷__ÙÓ´ #Coachella2015 #MustSee  http://t.co/Qg7nSWlBK2,2,This line up! Coachella MustSee
1979,positive,But I'm not doing acid and selling my soul for a ticket_Ù÷«. #Coachella2015,2,But I'm not doing acid and selling my soul for a ticket . Coachella
1980,positive,"Congrats to Randy Johnson, John Smoltz, Pedro Martinez, and Craig Biggio, who will be the headliners at Coachella this year. #Coachella2015",2,Congrats to Randy Johnson John Smoltz Pedro Martinez and Craig Biggio who will be the headliners at Coachella this year. Coachella
1981,positive,"@kaskade at Coachella? Alongside my favorite rock band ever, AC/DC? Alongside Porter Robinson and many more? YES PLEASE! #Coachella2015",2,at Coachella? Alongside my favorite rock band ever AC DC? Alongside Porter Robinson and many more? YES PLEASE! Coachella
1982,positive,I must see @FKAtwigs and Drake _Ù÷_ #Coachella2015,2,I must see and Drake Coachella
1983,positive,Yayyyy!! Our first snow day! Booooo #Coachella2015 lineup is amazing.,2,Yayyyy!! Our first snow day! Booooo Coachella lineup is amazing.
1984,positive,Yeah I'm going! #coachella2015 #coachella http://t.co/Zk9Vi7fjAe,2,Yeah I'm going! coachella coachella
1985,positive,i just wanna see the queen on coachella VANESSA HUDGENS BABY V #Coachella2015,2,i just wanna see the queen on coachella VANESSA HUDGENS BABY V Coachella
1986,positive,When tickets go on sale? @crisdacat ÛÏ@RealDevinParker: See y'all there! #Coachella2015 http://t.co/vxUaWGvJ1kÛ,2,When tickets go on sale? See y'all there! Coachella
1987,positive,ÛÏ@PacSun: What we've all been waiting for. _ÙªÎ #Coachella2015 @coachella http://t.co/YX24Dw9b34Û lets go @Yes_im_bIack,2,What we've all been waiting for. Coachella lets go
1988,positive,RT @MurdaMacRio: Good look @LosRakas #Coachella2015 #TeamPanama,2,Good look Coachella TeamPanama
1989,positive,"Watching kids trip balls watching Steely Dan is gonna be something, I'll tell ya what. #coachella2015",2,Watching kids trip balls watching Steely Dan is gonna be something I'll tell ya what. coachella
1990,positive,It's so close I can taste it! _Ù_ÁÏ¬_Ù÷ #Coachella2015 @coachella,2,It's so close I can taste it! Coachella
1991,positive,And then there's that #Coachella2015 lineup... http://t.co/bui62a1bcW,2,And then there's that Coachella lineup...
1992,positive,"TAME IMPALA, FLYLO, CASHMERE CAT, FLOSS, ODESZA, BRAND NEW, CARIBOU !!!!!! So ready #Coachella2015 http://t.co/ueLnTmTInC",2,TAME IMPALA FLYLO CASHMERE CAT FLOSS ODESZA BRAND NEW CARIBOU !!!!!! So ready Coachella
1993,positive,SO EXCITED TO GET SHITTY AND SEE DRAKE BUT NOT REMEMBER AGAIN WITH @marcelboubion #Coachella2015,2,SO EXCITED TO GET SHITTY AND SEE DRAKE BUT NOT REMEMBER AGAIN WITH Coachella
1994,positive,Well if I get to see @AnthonyGreen @brandnewrock and @Drake I'll be the happiest girl #Coachella2015 _ÙÕ¥,2,Well if I get to see and I'll be the happiest girl Coachella
1995,positive,I didn't get Coachella tickets and everyone is going but me. Fuuuuuuuuuuuuuuuuuuuuun. #Coachella2015 http://t.co/THmGq7pVAC,2,I didn't get Coachella tickets and everyone is going but me. Fuuuuuuuuuuuuuuuuuuuuun. Coachella
1996,positive,@grasscberg and I kinda freakin out #Coachella2015 http://t.co/D5E1psn4uk,2,and I kinda freakin out Coachella
1997,positive,AC_ÁüDC is literally my childhood dream come true. #Coachella2015,2,AC DC is literally my childhood dream come true. Coachella
1998,positive,"Wow.

Serious lineup #Coachella2015",2,Wow. Serious lineup Coachella
1999,positive,IT'S OUT! #coachella2015 coachella TOO STOKED http://t.co/2HEvfBLQSz,2,IT'S OUT! coachella coachella TOO STOKED
2000,positive,"""Hell is live performances by @Drake and @davidguetta on the same day, a couple of hours apart."" - Jean-Paul Sartre #Coachella2015",2,Hell is live performances by and on the same day a couple of hours apart. Jean Paul Sartre Coachella
2001,positive,RT @itisjonwilson: So I'm dying right now. I need to go to #Coachella2015 and see @flo_tweet ªÁ,2,So I'm dying right now. I need to go to Coachella and see
2002,positive,RT @Kfredddd: So happy I got my ticket presale bc that lineup.... _ÙÓ´ #coachella2015,2,So happy I got my ticket presale bc that lineup.... coachella
2003,positive,APRIL COME FASTER_Ù÷Ç_ÎÝü_Ùª#Coachella2015 http://t.co/TYJ1JKg8kI,2,APRIL COME FASTER Coachella
2004,positive,"The lineup is out, let the countdown begin!!! #Coachella2015",2,The lineup is out let the countdown begin!!! Coachella
2005,positive,"Ooh me too! Take me with you!  _Ùª ""@kellyhite: I have to get to  #Coachella2015 this year!!!! http://t.co/fak9U6h2ZH""",2,Ooh me too! Take me with you! I have to get to Coachella this year!!!!
2006,positive,"Flipping my freaking sh*t over the #Coachella2015 lineup !! _Ùªö Wondering if it was specifically curated for me, Kylee Lessard _ÙªÎ",2,Flipping my freaking sh t over the Coachella lineup !! Wondering if it was specifically curated for me Kylee Lessard
2007,positive,#Coachella2015 line up announced. Day 1 looks like fire to me! http://t.co/r02eS8alXC,2,Coachella line up announced. Day looks like fire to me!
2008,positive,It doesn't matter if Johnny Karate and his Magical Guitar Stick aren't playing. #Coachella2015 #Dontforgetyourjauntyhat #Parksandrecreation,2,It doesn't matter if Johnny Karate and his Magical Guitar Stick aren't playing. Coachella Dontforgetyourjauntyhat Parksandrecreation
2009,positive,ÛÏ@BarrelhouseBKLN: #Coachella2015 http://t.co/6Juq9zFwlTÛ I need to go!!,2,Coachella I need to go!!
2010,positive,Literally someone for everyone at #Coachella2015,2,Literally someone for everyone at Coachella
2011,positive,#Coachella2015 I just can't wait,2,Coachella I just can't wait
2012,positive,OMG! @coachella looks NUTS for next year!! ahhhhh! #California #coachella #Coachella2015 #thatlineup,2,OMG! looks NUTS for next year!! ahhhhh! California coachella Coachella thatlineup
2013,positive,I wanna see Steely Dan #Coachella2015,2,I wanna see Steely Dan Coachella
2014,positive,Ready for a new adventure and g00d music! Thx @elisatoy #Coachella2015 #Indio (Still have 2nd weekendÛ_ http://t.co/iDQr73cSg2,2,Ready for a new adventure and g d music! Thx Coachella Indio Still have nd weekend
2015,positive,I told y'all Drake was headlining that shit #Coachella2015 http://t.co/IkBH2zdxCQ,2,I told y'all Drake was headlining that shit Coachella
2016,positive,Time to listen to some of these up comers so I can see them live. #Coachella2015,2,Time to listen to some of these up comers so I can see them live. Coachella
2017,positive,Finally fucken about time! #Coachella2015 #CoachellaLineUp #OMFG #CantWait #Rage #PLUR #CoachellaÛ_ http://t.co/NQtKrhHvKc,2,Finally fucken about time! Coachella CoachellaLineUp OMFG CantWait Rage PLUR Coachella
2018,positive,Fuck me the #Coachella2015 lineup looks INSANE!! Somebody come with me!! http://t.co/gvCoXe97Gz,2,Fuck me the Coachella lineup looks INSANE!! Somebody come with me!!
2019,positive,RT @BrianaMelisssa: The weeknd &amp; drake? I THINK SOOOO_ÙÕ÷_ÙÕ÷_ÙÕ÷ #Coachella2015,2,The weeknd amp drake? I THINK SOOOO Coachella
2020,positive,RT @ZaraIsUgly: ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/Ewa9cRRnXgÛ pls Allah send me,2,The lineup is here! Coachella pls Allah send me
2021,positive,"While the rest of you are tweeting about social media stuff, I'm like OMG COACHELLA LINE-UP. #Coachella2015, #coachellalineup",2,While the rest of you are tweeting about social media stuff I'm like OMG COACHELLA LINE UP. Coachella coachellalineup
2022,positive,ÛÏ@Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/1qGhkpglfNÛ _Ù÷â_Ù÷â,2,Who's responsible... Coachella
2023,positive,"At least 20 artists luv 2 C ==&gt; ""@coachella: For those about to RT
http://t.co/lHuROfUFjt http://t.co/bbjAOvd8V7"" #Coachella2015 #coachella",2,At least artists luv C gt For those about to Coachella coachella
2024,positive,It's great to see a group of rising stars like AC/DC finally get their chance to headline a major festival! Good job #Coachella2015,2,It's great to see a group of rising stars like AC DC finally get their chance to headline a major festival! Good job Coachella
2025,positive,Someone was minding the store when they booked this lineup. #tempting @coachella #Coachella2015 http://t.co/HdcxewQ4j5,2,Someone was minding the store when they booked this lineup. tempting Coachella
2026,positive,THE #Coachella2015 LINE UP ...... OH MY GOD,2,THE Coachella LINE UP ...... OH MY GOD
2027,positive,"Ooooh yessss! !! ""@lexza85: See you soon...#coachella2015 _ÙÎ« http://t.co/21JXQiK1lC""",2,Ooooh yessss! !! See you soon... coachella
2028,positive,"""I enjoyed Florence and her Machine so much, I'm seeing her again next week""

#Coachella2015",2,I enjoyed Florence and her Machine so much I'm seeing her again next week Coachella
2029,positive,"""@tobardani94: It's gonna be the third time we see Drake !! #Coachella2015 @vasquezerickk"" we turning the fuck up _ÙªÎ_Ù÷_ aha",2,It's gonna be the third time we see Drake !! Coachella we turning the fuck up aha
2030,positive,I'm considering going into severe debt after this #Coachella2015 lineup announcement. @rottenJEN,2,I'm considering going into severe debt after this Coachella lineup announcement.
2031,positive,Omg. Day fucking made _Ù÷ #coachella2015,2,Omg. Day fucking made coachella
2032,positive,The Coachella lineup _Ù÷÷¼ü_Ù÷ #Coachella2015,2,The Coachella lineup Coachella
2033,positive,The lineup is here and the best part is the small letters #coachella2015 #coachellalineup #festivaljunkies @coachella http://t.co/NXNUIiieci,2,The lineup is here and the best part is the small letters coachella coachellalineup festivaljunkies
2034,positive,I'll go RT @Raury: Who's responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 http://t.co/m7lera6Z6k,2,I'll go Who's responsible... Coachella
2035,positive,See you soon...#coachella2015 _ÙÎ« http://t.co/YEGOxb0irO,2,See you soon... coachella
2036,positive,SUNDAY I'M COMING FOR YOU #Coachella2015 http://t.co/MNPb9gd4Lg,2,SUNDAY I'M COMING FOR YOU Coachella
2037,positive,Woke up to theeee best text message #Coachella2015 #lineup http://t.co/xVxuGbpGLm,2,Woke up to theeee best text message Coachella lineup
2038,positive,So I'm dying right now. I need to go to #Coachella2015 and see @flo_tweet ªÁ,2,So I'm dying right now. I need to go to Coachella and see
2039,positive,RT @NickkyLovee: The WEEKND is coming back_Ù÷__ÙªÎ_Ù_µ_Ù÷÷ #Coachella2015 !!!!!!!!!!,2,The WEEKND is coming back Coachella !!!!!!!!!!
2040,positive,Can't wait! #Coachella #Coachella2015 @solomonnblair @ Coachella Palm Springs http://t.co/YS2OiVmO7S,2,Can't wait! Coachella Coachella Coachella Palm Springs
2041,positive,ÛÏ@LoveAshh_: Trading a weekend 1 pass for a weekend 2 pass #RT #Coachella2015Û @BeStillMySoul_ _ÙÔÛ,2,Trading a weekend pass for a weekend pass Coachella
2042,positive,somebody buy me tickets to coachella pleaseeeeeeeeeeeee #Coachella2015,2,somebody buy me tickets to coachella pleaseeeeeeeeeeeee Coachella
2043,positive,#Coachella2014 -of the best times of my life. Can't wait to gather the gang &amp; do it again! #Coachella2015 @coachella http://t.co/KxOsYaB3RU,2,Coachella of the best times of my life. Can't wait to gather the gang amp do it again! Coachella
2044,positive,@ElisaSantimone  Whos responsible... _Ù÷â_Ù÷â_Ù÷â #Coachella2015 Û _ÙÕÑ,2,Whos responsible... Coachella
2045,positive,"#Coachella2015 line up has been released.. 
Here is exactly who I'd go see.. http://t.co/sq31GW0LdS",2,Coachella line up has been released.. Here is exactly who I'd go see..
2046,positive,"Even if you're not going, the @Coachella lineup is a great way to discover new music! #Coachella2015 #Lineup #Coachella",2,Even if you're not going the lineup is a great way to discover new music! Coachella Lineup Coachella
2047,positive,"AC DC? Steely Dan? Ok, well your tweets make a lot more sense now @wearemyths. #Coachella2015",2,AC DC? Steely Dan? Ok well your tweets make a lot more sense now . Coachella
2048,positive,I heard @coachella will have hologram 2pac onstage with a lint roller to keep @Drake sweatpants looking fresh. #Coachella2015,2,I heard will have hologram pac onstage with a lint roller to keep sweatpants looking fresh. Coachella
2049,positive,"The Weeknd, Tyler the Creator, FKA twigs, alt-J, Steely Dan, Drake and so much more! #Coachella2015 can't come soon enough!",2,The Weeknd Tyler the Creator FKA twigs alt J Steely Dan Drake and so much more! Coachella can't come soon enough!
2050,positive,Anybody wanna go to #Coachella2015 ?? I want to go so baaaaad!!!!,2,Anybody wanna go to Coachella ?? I want to go so baaaaad!!!!
2051,positive,It's gonna be the third time we see Drake !! #Coachella2015 @vasquezerickk,2,It's gonna be the third time we see Drake !! Coachella
2052,positive,The #Coachella2015 lineup @BeatPort http://t.co/GTGRa1CNGZ Would be easier if they told us who ISN'T playing! #edm #edmfamily #Festivals,2,The Coachella lineup Would be easier if they told us who ISN'T playing! edm edmfamily Festivals
2053,positive,"New year new me is over 
Here come all the 

""Time to work on my coachella body_Ù÷__Ù÷ä_Ù÷Î_ÙÕ #coachella2015 "" 
Tweets hahaha",2,New year new me is over Here come all the Time to work on my coachella body coachella Tweets hahaha
2054,positive,#Coachella2015 lineup is out...Your move @cntrpntmusic,2,Coachella lineup is out...Your move
2055,positive,I'm so exited to see you at #Coachella2015 @angusjuliastone _Ù÷ Omg.,2,I'm so exited to see you at Coachella Omg.
2056,positive,RT @PoundSignDead: Lmao RT @defpenradio: We see nothing wrong with this #Coachella2015 lineup. http://t.co/r2HysUv9Ml,2,Lmao We see nothing wrong with this Coachella lineup.
2057,positive,Was having a rough morning until I saw the coachella line up. Praise the lord we've been blessed #Coachella2015,2,Was having a rough morning until I saw the coachella line up. Praise the lord we've been blessed Coachella
2058,positive,#coachella #coachella2015 WOOOOOOOOO IM GOING THE HARDEST http://t.co/ZbACz7xx9G,2,coachella coachella WOOOOOOOOO IM GOING THE HARDEST
2059,positive,i wish i could go SOOO bad #Coachella2015,2,i wish i could go SOOO bad Coachella
